,relation_0,relation_1,relation_2,relation_3,relation_4,relation_5,sex,LogAge,LogFnlwgt,LogHr,LogScaledExtra_income,live_with_spouse,workclass_1,workclass_2,workclass_3,workclass_4,workclass_5,races,native.countries,occupations_1,occupations_2,occupations_3,edulevel_1,edulevel_2,edulevel_3,edulevel_4,edulevel_5,edulevel_6,income
22031,1,0,0,0,0,0,1,3.737669618,12.29145186,3.218875825,-3.176244343,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22032,0,0,0,1,0,0,0,2.995732274,12.84667575,2.302585093,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
22033,0,0,0,0,1,0,0,3.610917913,11.75914471,2.995732274,-3.176244343,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22034,0,1,0,0,0,0,0,3.850147602,10.20607055,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22035,0,0,1,0,0,0,1,3.218875825,12.42936819,3.80666249,-3.176244343,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
22036,1,0,0,0,0,0,1,4.094344562,12.63982714,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22037,0,0,0,0,0,1,0,3.465735903,12.36780452,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22038,1,0,0,0,0,0,1,3.496507561,12.83442794,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
22039,0,1,0,0,0,0,0,4.262679877,11.68583621,2.63905733,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22040,0,1,0,0,0,0,0,4.007333185,12.31813267,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22041,0,1,0,0,0,0,0,4.442651256,12.0199057,3.912023005,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22042,1,0,0,0,0,0,1,4.043051268,12.5279496,3.688879454,-3.176244343,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
22043,0,0,0,1,0,0,1,3.218875825,11.59983684,4.007333185,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22044,1,0,0,0,0,0,1,4.060443011,11.55534299,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22045,1,0,0,0,0,0,1,4.043051268,12.18523708,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22046,0,0,0,0,1,0,0,3.401197382,12.87615333,3.583518938,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22047,0,0,0,0,1,0,0,2.944438979,12.19474877,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22048,1,0,0,0,0,0,1,3.688879454,12.99916697,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22049,0,0,0,0,1,0,0,3.33220451,10.69684199,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22050,1,0,0,0,0,0,1,3.761200116,11.64865319,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22051,0,0,0,0,0,1,0,3.688879454,12.44260615,3.555348061,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
22052,0,0,0,1,0,0,0,2.944438979,12.523908,2.708050201,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22053,0,1,0,0,0,0,1,3.17805383,12.68157053,3.63758616,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22054,0,1,0,0,0,0,1,3.526360525,12.27010792,4.17438727,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22055,0,1,0,0,0,0,0,3.091042453,12.0304506,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22056,1,0,0,0,0,0,1,4.158883083,12.77340714,4.007333185,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
22057,1,0,0,0,0,0,1,4.007333185,12.66358293,3.688879454,-3.176244343,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
22058,1,0,0,0,0,0,1,3.258096538,12.27097985,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22059,0,1,0,0,0,0,0,4.382026635,12.21841121,2.772588722,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22060,0,0,0,0,1,0,0,4.369447852,11.89303174,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
22061,1,0,0,0,0,0,1,4.060443011,13.01821102,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22062,1,0,0,0,0,0,1,3.761200116,12.18207704,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
22063,0,1,0,0,0,0,1,3.828641396,10.9669734,3.218875825,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22064,0,0,0,0,0,1,0,3.555348061,13.76798699,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
22065,1,0,0,0,0,0,1,3.761200116,11.95306893,4.094344562,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22066,0,1,0,0,0,0,0,4.219507705,12.22627715,3.80666249,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22067,0,0,0,0,0,1,0,3.526360525,12.28434301,3.80666249,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22068,1,0,0,0,0,0,1,3.610917913,12.78228143,3.688879454,-3.176244343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
22069,0,0,0,1,0,0,0,3.091042453,12.60276606,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22070,1,0,0,0,0,0,1,3.465735903,12.96130691,4.007333185,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
22071,1,0,0,0,0,0,1,4.17438727,11.8888107,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22072,0,0,0,1,0,0,1,3.33220451,11.65744996,4.094344562,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22073,1,0,0,0,0,0,1,3.610917913,12.4109789,3.688879454,-3.176244343,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22074,0,1,0,0,0,0,0,3.688879454,11.86670422,3.80666249,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22075,0,0,1,0,0,0,1,3.688879454,11.80578909,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
22076,0,0,1,0,0,0,0,3.951243719,12.08597067,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22077,1,0,0,0,0,0,1,3.555348061,10.55176811,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22078,1,0,0,0,0,0,1,4.127134385,12.28277439,3.401197382,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
22079,1,0,0,0,0,0,1,3.891820298,11.65948167,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
22080,0,0,1,0,0,0,0,3.891820298,12.04452383,4.007333185,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22081,0,1,0,0,0,0,0,3.80666249,11.66274966,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22082,0,0,1,0,0,0,1,3.610917913,12.91323121,4.343805422,-3.176244343,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
22083,1,0,0,0,0,0,1,3.583518938,12.31686687,3.970291914,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22084,1,0,0,0,0,0,1,3.583518938,10.6364322,4.248495242,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
22085,1,0,0,0,0,0,1,3.218875825,11.59489247,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22086,0,1,0,0,0,0,1,3.33220451,12.26584043,4.007333185,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22087,0,0,0,0,1,0,0,4.043051268,12.06156697,3.465735903,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22088,1,0,0,0,0,0,1,3.828641396,10.19544796,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22089,1,0,0,0,0,0,1,4.077537444,10.36665537,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
22090,0,0,0,1,0,0,1,3.33220451,12.15077661,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
22091,0,0,0,0,1,0,0,3.555348061,12.39033814,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22092,1,0,0,0,0,0,1,3.295836866,12.48224119,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22093,1,0,0,0,0,0,1,3.36729583,11.2185544,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22094,0,1,0,0,0,0,1,3.761200116,12.48181624,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22095,0,0,0,1,0,0,0,3.63758616,10.77283342,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22096,0,0,0,1,0,0,0,3.258096538,12.35293109,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22097,1,0,0,0,0,0,1,4.007333185,12.87256523,3.912023005,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
22098,0,0,0,1,0,0,1,3.583518938,11.61843797,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22099,1,0,0,0,0,0,1,3.610917913,11.9336535,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22100,0,0,0,1,0,0,1,3.135494216,12.54302334,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
22101,1,0,0,0,0,0,1,3.526360525,13.32086827,3.401197382,-3.176244343,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
22102,1,0,0,0,0,0,1,3.713572067,12.12522044,4.007333185,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22103,0,1,0,0,0,0,0,3.784189634,12.28493466,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22104,0,1,0,0,0,0,0,3.871201011,12.6890326,3.912023005,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22105,0,0,0,0,1,0,0,3.761200116,13.30300853,3.737669618,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
22106,1,0,0,0,0,0,1,4.043051268,11.85446342,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22107,0,0,1,0,0,0,0,3.784189634,12.47701921,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22108,0,0,0,1,0,0,1,3.33220451,12.63829652,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22109,0,0,0,0,1,0,0,4.007333185,11.90894611,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
22110,0,0,0,0,1,0,0,3.401197382,12.33888003,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22111,1,0,0,0,0,0,1,3.433987204,11.82333236,3.912023005,-3.176244343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22112,0,0,0,1,0,0,1,3.044522438,12.62959376,4.248495242,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
22113,1,0,0,0,0,0,1,3.912023005,12.07294117,3.80666249,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
22114,1,0,0,0,0,0,1,3.761200116,10.43432166,4.248495242,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
22115,0,1,0,0,0,0,1,3.496507561,11.7051561,3.912023005,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22116,1,0,0,0,0,0,1,3.135494216,12.28697498,3.218875825,-3.176244343,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
22117,1,0,0,0,0,0,1,3.555348061,11.30565526,4.17438727,-3.176244343,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
22118,0,0,0,1,0,0,1,2.890371758,12.26874693,2.708050201,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
22119,0,0,0,0,1,0,0,3.044522438,12.26930563,3.688879454,-3.176244343,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
22120,1,0,0,0,0,0,1,3.496507561,12.30333546,4.248495242,-3.176244343,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
22121,0,0,1,0,0,0,0,3.401197382,11.20523114,3.80666249,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
22122,0,0,0,1,0,0,1,3.044522438,12.63581077,2.708050201,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22123,0,0,0,0,0,1,0,3.583518938,12.84954102,3.555348061,-3.176244343,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
22124,1,0,0,0,0,0,1,3.63758616,11.69518035,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22125,1,0,0,0,0,0,1,3.17805383,12.69929829,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22126,1,0,0,0,0,0,1,3.17805383,12.30284993,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22127,0,0,0,0,1,0,0,3.663561646,12.95189055,3.401197382,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22128,1,0,0,0,0,0,1,3.761200116,10.4640743,3.044522438,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22129,1,0,0,0,0,0,1,4.127134385,12.84328155,0.693147181,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
22130,0,0,0,1,0,0,0,3.401197382,12.50698432,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
22131,1,0,0,0,0,0,1,3.218875825,12.44875604,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
22132,0,0,0,0,0,1,0,3.80666249,11.03086545,3.555348061,-3.176244343,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22133,0,1,0,0,0,0,1,3.091042453,11.83411001,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22134,1,0,0,0,0,0,1,3.258096538,12.31285765,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22135,0,0,1,0,0,0,1,3.17805383,12.36246082,3.80666249,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22136,0,0,0,0,1,0,0,3.091042453,12.22185741,3.761200116,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22137,1,0,0,0,0,0,1,3.33220451,12.30735134,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22138,1,0,0,0,0,0,1,3.63758616,12.13851089,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22139,1,0,0,0,0,0,1,4.219507705,12.76968615,4.248495242,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
22140,0,0,0,0,0,1,0,3.688879454,12.09837607,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22141,1,0,0,0,0,0,1,3.465735903,10.1962691,4.430816799,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22142,0,0,1,0,0,0,0,3.433987204,11.00158304,3.555348061,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22143,1,0,0,0,0,0,1,3.496507561,12.00107594,3.912023005,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
22144,0,1,0,0,0,0,1,3.988984047,12.16865111,4.17438727,-3.176244343,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
22145,0,1,0,0,0,0,1,4.143134726,11.67573285,3.218875825,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
22146,1,0,0,0,0,0,1,4.204692619,12.096732,3.401197382,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22147,0,1,0,0,0,0,0,3.850147602,12.28839429,2.63905733,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
22148,0,0,0,0,1,0,0,4.204692619,11.66579246,3.555348061,-3.176244343,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
22149,0,0,0,0,0,1,0,3.496507561,12.04552824,2.944438979,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22150,0,0,0,1,0,0,0,3.496507561,12.454997,4.382026635,-3.176244343,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22151,1,0,0,0,0,0,1,3.218875825,12.33660078,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22152,0,1,0,0,0,0,0,3.218875825,11.86150977,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22153,0,0,0,0,1,0,1,3.555348061,12.79909005,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22154,1,0,0,0,0,0,1,3.555348061,12.07881297,4.382026635,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
22155,0,0,0,1,0,0,1,2.890371758,12.28640762,2.48490665,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
22156,1,0,0,0,0,0,1,3.401197382,13.32086827,4.094344562,-3.176244343,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
22157,0,1,0,0,0,0,1,3.36729583,11.82053516,3.871201011,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22158,1,0,0,0,0,0,1,3.688879454,12.56300206,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22159,0,0,0,0,0,1,0,3.663561646,11.98863777,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22160,0,0,0,0,0,1,0,3.737669618,12.33445267,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22161,1,0,0,0,0,0,1,3.891820298,11.6178799,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22162,0,0,0,1,0,0,0,3.135494216,12.15437927,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
22163,1,0,0,0,0,0,1,3.526360525,10.36533299,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
22164,1,0,0,0,0,0,1,3.433987204,12.05701564,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22165,0,0,0,0,0,1,0,4.276666119,12.021266,0.693147181,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
22166,1,0,0,0,0,0,1,3.433987204,11.3678072,3.401197382,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
22167,0,0,0,0,0,1,0,4.49980967,12.23886408,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
22168,0,0,0,1,0,0,0,3.295836866,11.94175548,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22169,0,0,1,0,0,0,1,2.890371758,12.1497192,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
22170,0,0,0,1,0,0,0,3.295836866,11.92917224,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22171,1,0,0,0,0,0,1,3.295836866,10.52680222,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22172,0,1,0,0,0,0,1,3.33220451,11.59911234,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22173,0,0,0,1,0,0,0,3.688879454,12.18325428,3.80666249,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22174,0,0,0,0,1,0,0,3.761200116,12.28357058,3.610917913,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
22175,1,0,0,0,0,0,1,3.258096538,11.68264292,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
22176,0,0,0,0,0,1,0,3.871201011,11.52518007,2.708050201,-3.176244343,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
22177,1,0,0,0,0,0,1,3.713572067,12.7648395,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
22178,1,0,0,0,0,0,1,3.465735903,12.33218975,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
22179,0,1,0,0,0,0,1,3.135494216,12.27669419,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22180,1,0,0,0,0,0,1,3.555348061,12.04162244,4.17438727,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22181,1,0,0,0,0,0,1,3.737669618,11.17686514,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22182,1,0,0,0,0,0,1,3.526360525,11.73829853,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
22183,0,0,0,1,0,0,0,3.218875825,12.1924959,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22184,1,0,0,0,0,0,1,3.526360525,11.14549286,3.688879454,-3.176244343,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22185,0,1,0,0,0,0,0,3.663561646,11.98369755,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22186,0,0,0,1,0,0,0,3.496507561,11.82999642,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
22187,0,1,0,0,0,0,1,3.218875825,12.68611633,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22188,0,1,0,0,0,0,1,3.828641396,11.53624152,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22189,0,1,0,0,0,0,1,3.610917913,12.91080496,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22190,1,0,0,0,0,0,1,3.663561646,11.50434879,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
22191,1,0,0,0,0,0,1,3.63758616,12.12986632,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
22192,1,0,0,0,0,0,1,3.555348061,12.34699913,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
22193,1,0,0,0,0,0,1,3.891820298,10.5666651,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22194,0,0,0,0,0,1,0,3.610917913,12.84954102,2.564949357,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22195,0,0,0,0,1,0,0,3.80666249,12.67494126,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22196,0,1,0,0,0,0,0,4.262679877,11.91197001,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
22197,1,0,0,0,0,0,1,3.784189634,12.67914656,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
22198,0,0,0,1,0,0,1,2.944438979,11.67164569,3.091042453,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
22199,0,1,0,0,0,0,0,3.63758616,11.31404761,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22200,1,0,0,0,0,0,1,3.737669618,12.11341993,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22201,1,0,0,0,0,0,1,3.36729583,10.88620253,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22202,1,0,0,0,0,0,1,3.871201011,12.28402394,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
22203,1,0,0,0,0,0,1,4.025351691,10.09108682,3.988984047,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
22204,1,0,0,0,0,0,1,3.465735903,11.65326116,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
22205,0,1,0,0,0,0,0,2.944438979,11.69755269,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
22206,0,1,0,0,0,0,1,4.043051268,11.80772713,3.555348061,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
22207,0,1,0,0,0,0,1,4.007333185,10.19301792,4.094344562,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
